,Nom,Note,Auteur,Genre,Nombre de saisons,Plateforme,Durée,Date de sortie,Mois,Année,Saison,Pays,series_policier,series_drame,series_thriller,series_épouvante-horreur,series_mini-série,series_guerre,series_action,series_historique,series_aventure,series_fantasy,series_comédie,series_animation,series_jeunesse,series_documentaire,series_dramatique,series_romance,series_shōnen,series_seinen,series_fantastique,series_science-fiction,series_sport,series_biopic,series_musique,series_anthologique,series_judiciaire,series_western,series_médical,series_télé-réalité
137,Awkward,5.8,Série de   Lauren Iungerich,"['comédie', 'dramatique']",5.0,MTV (US),25.0,"['19', 'juillet', '2011']",juillet,2011,été,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,Suburgatory,6.2,Série de   Emily Kapnek,['comédie'],3.0,ABC (US),25.0,"['28', 'septembre', '2011']",septembre,2011,automne,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,The Shadow Line,7.6,Série de   Hugo Blick,"['mini-série', 'policier', 'drame']",1.0,BBC Two,60.0,"['5', 'mai', '2011']",mai,2011,printemps,UK,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,Meurtres au paradis,6.3,Série de   Robert Thorogood,"['comédie', 'policier', 'aventure']",10.0,BBC One,60.0,"['25', 'octobre', '2011']",octobre,2011,automne,UK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,Hart of Dixie,5.8,Série de   Leila Gerstein,"['comédie', 'dramatique', 'romance']",4.0,The CW,45.0,"['26', 'septembre', '2011']",septembre,2011,automne,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,De grandes espérances,6.7,Série de   Sarah Phelps et   Charles Dickens,"['romance', 'mini-série', 'drame']",1.0,BBC One,60.0,"['27', 'décembre', '2011']",décembre,2011,hiver,UK,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,Mawaru Penguindrum,7.9,"Anime de   Kunihiko Ikuhara,   Shōko Nakamura et   Lily Hoshino","['fantastique', 'romance', 'animation']",1.0,MBS,25.0,"['3', 'juillet', '2011']",juillet,2011,été,Japan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,Luck,6.7,Série de   David Milch,['drame'],1.0,HBO,60.0,"['11', 'décembre', '2011']",décembre,2011,hiver,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,J'irai dormir en Amérique,7.8,Série de   Antoine de Maximy,['documentaire'],1.0,France 5,26.0,"['19', 'décembre', '2011']",décembre,2011,hiver,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,Soda,3.2,"Série de   Franck Bellocq,   David Soussan,   Kev Adams...","['comédie', 'comédie']",3.0,W9,3.0,"['4', 'juillet', '2011']",juillet,2011,été,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,Mad Dogs,6.8,Série de   Cris Cole,"['comédie', 'policier', 'drame']",4.0,Sky1,45.0,"['10', 'février', '2011']",février,2011,hiver,Croatia,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,Grand Hôtel,7.3,Série de   Ramón Campos,"['policier', 'drame']",3.0,Antena 3,75.0,"['4', 'octobre', '2011']",octobre,2011,automne,Spain,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,Game Theory,6.9,Émission Web de   Matthew Patrick,"['comédie', 'documentaire']",Inconnu,YouTube,15.0,"['18', 'avril', '2011']",avril,2011,printemps,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,Enlightened : illuminée,6.7,Série de   Mike White et   Laura Dern,"['comédie', 'dramatique']",2.0,HBO,30.0,"['10', 'octobre', '2011']",octobre,2011,automne,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,Sacred Seven,5.4,Anime de   Hajime Yatate,"['animation', 'science-fiction']",1.0,MBS,25.0,"['3', 'juillet', '2011']",juillet,2011,été,Japan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,Deadman Wonderland,6.3,Anime de   Koichi Hatsumi,"['science-fiction', 'action', 'animation']",1.0,tvk,25.0,"['17', 'avril', '2011']",avril,2011,printemps,Japan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,Le Petit journal,6.0,Émission TV de   Yann Barthès,['comédie'],12.0,Canal+,18.0,"['29', 'août', '2011']",août,2011,été,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,Bob's Burgers,6.9,Série de   Loren Bouchard,"['animation', 'comédie']",11.0,FOX (US),25.0,"['9', 'janvier', '2011']",janvier,2011,hiver,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,Planète Dinosaures,7.9,Série de   Nigel Paterson,['documentaire'],1.0,BBC One,49.0,"['14', 'septembre', '2011']",septembre,2011,automne,UK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,City Hunter,7.3,Drama de   Jin Hyeok,"['thriller', 'drame', 'action']",1.0,SBS (KR),65.0,"['25', 'mai', '2011']",mai,2011,printemps,Korea,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,XIII : La Série,5.0,Série de   Duane Clark,"['thriller', 'action', 'policier']",2.0,Showcase (CA),40.0,"['18', 'avril', '2011']",avril,2011,printemps,Canada,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,Nichijou: My Ordinary Life,8.0,Anime de   Keiichi Arawi et   Tatsuya Ishihara,"['fantastique', 'animation', 'comédie']",1.0,TV Aichi,25.0,"['2', 'avril', '2011']",avril,2011,printemps,Japan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,Workaholics,6.8,"Série de   Dominic Russo,   Kyle Newacheck,   Connor Pritchard...",['comédie'],7.0,Comedy Central (US),25.0,"['6', 'avril', '2011']",avril,2011,printemps,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,Bakuman 2,7.6,Anime de   Kasai Ken'ichi et   Tsugumi Ōba,"['drame', 'shōnen', 'comédie']",1.0,AnimeDigitalNetwork,25.0,"['1', 'octobre', '2011']",octobre,2011,automne,Japan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,The Secret Circle,5.1,Série de   Elizabeth Craft et   Sarah Fain,"['fantastique', 'épouvante-horreur', 'drame']",1.0,The CW,45.0,"['15', 'septembre', '2011']",septembre,2011,automne,USA,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,Julfou,6.5,Websérie de   Julien Josselin (Julfou),"['comédie', 'mini-série']",Inconnu,Inconnue,3.0,"['12', 'juillet', '2011']",juillet,2011,été,Inconnu,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,Fresh Meat,6.8,Série de   Sam Bain et   Jesse Armstrong,"['comédie', 'drame']",4.0,Channel 4,50.0,"['21', 'septembre', '2011']",septembre,2011,automne,UK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,Gosick,7.0,"Anime de   Kazuki Sakuraba,   Hitoshi Nanba et   Hinata Takeda","['fantastique', 'policier', 'romance']",1.0,TV Tokyo,25.0,"['7', 'janvier', '2011']",janvier,2011,hiver,Japan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,Unforgettable,5.0,Série de   John Bellucci et   Ed Redlich,"['policier', 'drame']",4.0,A&E,45.0,"['20', 'septembre', '2011']",septembre,2011,automne,USA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,Ringer,5.5,Série de   Eric C. Charmelo et   Nicole Snyder,"['thriller', 'policier', 'drame']",1.0,The CW,45.0,"['13', 'septembre', '2011']",septembre,2011,automne,USA,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,Monroe,7.0,Série de   Peter Bowker,"['drame', 'médical']",2.0,ITV,60.0,"['10', 'mars', '2011']",mars,2011,printemps,UK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
168,The Walking Dead : Webepisodes - Torn Apart,6.7,Websérie de   Greg Nicotero,"['épouvante-horreur', 'drame']",1.0,Inconnue,Inconnue,"['3', 'octobre', '2011']",octobre,2011,automne,Inconnu,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,The Fades,6.8,Série de   Jack Thorne,"['fantastique', 'drame', 'fantasy']",1.0,BBC Three,55.0,"['21', 'septembre', '2011']",septembre,2011,automne,UK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,Gintama 2,8.7,Anime de   Hideaki Sorachi et   Yoichi Fujita,"['comédie', 'action', 'animation']",1.0,Inconnue,25.0,"['4', 'avril', '2011']",avril,2011,printemps,Inconnu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,Natoo,5.1,Émission Web de   Nathalie Odzierejko (Natoo),"['comédie', 'mini-série']",Inconnu,YouTube,5.0,"['10', 'mars', '2011']",mars,2011,printemps,USA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,Hourou Musuko,7.5,Anime de   Takako Shimura et   Aoki Ei,"['romance', 'seinen', 'animation']",1.0,Fuji TV,25.0,"['14', 'janvier', '2011']",janvier,2011,hiver,Japan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,Prohibition,7.8,Série de   Ken Burns et   Lynn Novick,['documentaire'],1.0,PBS,120.0,"['26', 'juin', '2011']",juin,2011,été,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,Salut les geeks,6.2,Émission Web de   Mathieu Sommet,['comédie'],6.0,YouTube,5.0,"['11', 'mars', '2011']",mars,2011,printemps,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,Looney Tunes Show,6.6,Dessin animé de   Spike Brandt et   Tony Cervone,"['comédie', 'jeunesse', 'animation']",Inconnu,Cartoon Network,25.0,"['3', 'mai', '2011']",mai,2011,printemps,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,Scarlet Heart,7.6,Série,['drame'],2.0,Hunan TV,45.0,"['10', 'septembre', '2011']",septembre,2011,automne,China,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,Kaiji: Against All Rules,7.9,Anime de   Yûzô Satô et   Nobuyuki Fukumoto,"['thriller', 'seinen']",1.0,NTV (JP),25.0,"['6', 'avril', '2011']",avril,2011,printemps,Japan,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,Les Bracelets rouges (ES),7.5,Série de   Albert Espinosa Puig et   Albert Espinosa,"['jeunesse', 'drame']",2.0,TV3 (ES),45.0,"['24', 'janvier', '2011']",janvier,2011,hiver,Spain,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,Toy Story Toons,6.9,"Dessin animé de   Angus MacLane,   Gary Rydstrom et   Mark A. Walsh",['animation'],Inconnu,ABC (US),7.0,"['24', 'juin', '2011']",juin,2011,été,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,Breakout Kings,5.7,Série de   Nick Santora et   Matt Olmstead,"['thriller', 'policier', 'drame']",2.0,A&E,45.0,"['6', 'mars', '2011']",mars,2011,printemps,USA,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,The Kennedys,6.3,Série de   Jon Cassar,"['historique', 'biopic', 'drame']",1.0,ReelzChannel,45.0,"['3', 'avril', '2011']",avril,2011,printemps,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
182,Yuru Yuri,6.2,"Anime de   Masahiko Ohta,   Nakajima Chiaki et   Namori","['animation', 'comédie']",3.0,TV Tokyo,25.0,"['5', 'juillet', '2011']",juillet,2011,été,Japan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,La Maison sur le Lac,4.9,Série de   Mick Garris,"['fantastique', 'mini-série', 'drame']",1.0,A&E,80.0,"['11', 'décembre', '2011']",décembre,2011,hiver,USA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,Face Off,7.1,Émission TV,"['télé-réalité', 'documentaire']",7.0,SyFy,45.0,"['26', 'janvier', '2011']",janvier,2011,hiver,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
185,Scent of a Woman,7.3,Série de   Park Hyung-Ki et   No Ji-Sul,['drame'],1.0,SBS (KR),65.0,"['23', 'juillet', '2011']",juillet,2011,été,Korea,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,Plastic Nee-san,6.9,"Anime de   Kurii Cha,   Sumie Kinoshita et   Tsutomu Mizushima","['animation', 'comédie', 'seinen']",1.0,Inconnue,2.0,"['16', 'mai', '2011']",mai,2011,printemps,Inconnu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,Un drôle de père,8.2,Anime de   Kamei Kanta et   Yumi Unita,"['comédie', 'animation', 'drame']",1.0,Fuji TV,25.0,"['8', 'juillet', '2011']",juillet,2011,été,Japan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,Outcasts,6.0,Série de   Ben Richards,"['drame', 'science-fiction']",1.0,BBC One,60.0,"['7', 'février', '2011']",février,2011,hiver,UK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,Les Revenants,6.8,Série de   Fabrice Gobert,"['fantastique', 'thriller', 'épouvante-horreur']",2.0,Canal+,50.0,"['26', 'novembre', '2012']",novembre,2012,automne,France,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,Real Humans,7.4,Série de   Lars Lundström,"['thriller', 'drame']",2.0,SVT,60.0,"['22', 'janvier', '2012']",janvier,2012,hiver,Sweden,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,The Newsroom,7.4,Série de   Aaron Sorkin,['drame'],3.0,HBO,55.0,"['24', 'juin', '2012']",juin,2012,été,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,Arrow,5.4,"Série de   Greg Berlanti,   Andrew Kreisberg et   Marc Guggenheim","['action', 'aventure', 'policier']",8.0,The CW,40.0,"['10', 'octobre', '2012']",octobre,2012,automne,USA,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,Girls,6.5,Série de   Lena Dunham,"['comédie', 'dramatique']",6.0,HBO,30.0,"['15', 'avril', '2012']",avril,2012,printemps,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,Elementary,6.1,Série de   Robert Doherty,"['policier', 'drame', 'thriller']",7.0,CBS,45.0,"['27', 'septembre', '2012']",septembre,2012,automne,USA,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,Souvenirs de Gravity Falls,8.1,Dessin animé de   Alex Hirsch,"['fantastique', 'comédie', 'animation']",2.0,Disney XD,25.0,"['15', 'juin', '2012']",juin,2012,été,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,Psycho-Pass,7.7,"Anime de   Katsuyuki Motohiro,   Naoyoshi Shiotani et   Akira Amano","['science-fiction', 'action', 'animation']",1.0,Fuji TV,25.0,"['12', 'octobre', '2012']",octobre,2012,automne,Japan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,Veep,6.9,Série de   Armando Iannucci,['comédie'],7.0,HBO,30.0,"['22', 'avril', '2012']",avril,2012,printemps,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,La Légende de Korra,7.4,Dessin animé de   Michael Dante DiMartino et   Bryan Konietzko,"['action', 'animation', 'drame']",4.0,Nickelodeon,25.0,"['14', 'avril', '2012']",avril,2012,printemps,USA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,Scandal,6.2,Série de   Shonda Rhimes,['drame'],7.0,ABC (US),45.0,"['5', 'avril', '2012']",avril,2012,printemps,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,Continuum,6.2,Série de   Simon Barry,"['science-fiction', 'thriller', 'drame']",4.0,Showcase (CA),45.0,"['27', 'mai', '2012']",mai,2012,printemps,Canada,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,A Young Doctor's Notebook,7.2,Série de   Alex Hardcastle,"['comédie', 'drame']",2.0,Sky Arts,23.0,"['6', 'décembre', '2012']",décembre,2012,hiver,UK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,Jojo's Bizarre Adventure,7.6,"Anime de   Naokatsu Tsuda,   Kenichi Suzuki,   Hirohiko Araki...","['fantastique', 'aventure', 'action']",1.0,Tokyo MX,24.0,"['6', 'octobre', '2012']",octobre,2012,automne,Japan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,Don't Trust the B---- in Apartment 23,6.3,Série de   Nahnatchka Khan,['comédie'],2.0,ABC (US),25.0,"['11', 'avril', '2012']",avril,2012,printemps,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,Sword Art Online,6.3,Anime de   Reki Kawahara et   Tomohiko Itou,"['animation', 'aventure', 'science-fiction']",1.0,Tokyo MX,25.0,"['8', 'juillet', '2012']",juillet,2012,été,Japan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
