,Nom,Note,Auteur,Genre,Nombre de saisons,Plateforme,Durée,Date de sortie,Mois,Année,Saison,Pays,series_policier,series_drame,series_thriller,series_épouvante-horreur,series_mini-série,series_guerre,series_action,series_historique,series_aventure,series_fantasy,series_comédie,series_animation,series_jeunesse,series_documentaire,series_dramatique,series_romance,series_shōnen,series_seinen,series_fantastique,series_science-fiction,series_sport,series_biopic,series_musique,series_anthologique,series_judiciaire,series_western,series_médical,series_télé-réalité
274,Orphan Black,7.1,Série de   John Fawcett et   Graeme Manson,"['drame', 'science-fiction']",5.0,BBC America,45.0,"['30', 'mars', '2013']",mars,2013,printemps,UK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,Masters of Sex,7.0,Série de   Michelle Ashford,"['romance', 'drame']",4.0,Showtime,60.0,"['29', 'septembre', '2013']",septembre,2013,automne,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,The Americans,7.3,Série de   Joseph Weisberg,"['thriller', 'policier', 'drame']",6.0,FX,48.0,"['30', 'janvier', '2013']",janvier,2013,hiver,USA,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,Rick et Morty,8.3,Dessin animé de   Dan Harmon et   Justin Roiland,"['aventure', 'animation', 'comédie']",3.0,Adult Swim,25.0,"['2', 'décembre', '2013']",décembre,2013,hiver,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,Under the Dome,5.0,Série de   Brian K. Vaughan,"['science-fiction', 'épouvante-horreur', 'drame']",3.0,CBS,45.0,"['24', 'juin', '2013']",juin,2013,été,USA,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,L'Attaque des Titans,7.9,Anime de   Tetsurō Araki et   Hajime Isayama,"['animation', 'aventure', 'fantasy']",Inconnu,MBS,25.0,"['7', 'avril', '2013']",avril,2013,printemps,Japan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,Banshee,7.0,Série de   David Schickler et   Jonathan Tropper,"['policier', 'drame', 'action']",4.0,Cinemax,55.0,"['11', 'janvier', '2013']",janvier,2013,hiver,USA,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,Bates Motel,6.7,Série de   Anthony Cipriano,"['policier', 'drame', 'épouvante-horreur']",5.0,A&E,45.0,"['18', 'mars', '2013']",mars,2013,printemps,USA,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,Marvel : Les Agents du S.H.I.E.L.D.,5.5,"Série de   Joss Whedon,   Jed Whedon et   Maurissa Tancharoen","['action', 'drame', 'science-fiction']",7.0,ABC (US),43.0,"['24', 'septembre', '2013']",septembre,2013,automne,USA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,Blacklist,6.1,Série de   Jon Bokenkamp,"['action', 'policier', 'drame']",8.0,NBC,43.0,"['10', 'septembre', '2013']",septembre,2013,automne,USA,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,The Following,6.0,Série de   Kevin Williamson,"['thriller', 'policier', 'drame']",3.0,FOX (US),45.0,"['21', 'janvier', '2013']",janvier,2013,hiver,USA,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,The Fall,7.4,Série de   Allan Cubitt,"['thriller', 'drame']",3.0,RTÉ One,60.0,"['12', 'mai', '2013']",mai,2013,printemps,Ireland,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,In the Flesh,7.2,Série de   Dominic Mitchell,"['thriller', 'épouvante-horreur', 'drame']",2.0,BBC Three,60.0,"['17', 'mars', '2013']",mars,2013,printemps,UK,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,Ray Donovan,6.9,Série de   Ann Biderman,"['policier', 'drame']",7.0,Showtime,55.0,"['30', 'juin', '2013']",juin,2013,été,USA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,Crossed,8.5,"Émission Web de   Gilles Stella,   Jérémy Morvan et   Karim Debbache",['mini-série'],1.0,jeuxvideo.com,10.0,"['6', 'février', '2013']",février,2013,hiver,France,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,Journal d'une ado hors norme,7.6,Série de   Tom Bidwell,"['comédie', 'drame']",3.0,E4,60.0,"['14', 'janvier', '2013']",janvier,2013,hiver,UK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,Kill la Kill,7.4,"Anime de   Hiroyuki Imaishi,   Kazuki Nakashima et   Sushio","['science-fiction', 'seinen', 'fantasy']",1.0,MBS,25.0,"['4', 'octobre', '2013']",octobre,2013,automne,Japan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,The Originals,6.0,Série de   Julie Plec,"['fantastique', 'épouvante-horreur', 'drame']",5.0,The CW,41.0,"['3', 'octobre', '2013']",octobre,2013,automne,USA,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,Almost Human,6.0,Série de   J.H. Wyman,"['policier', 'drame', 'action']",1.0,FOX (US),45.0,"['17', 'novembre', '2013']",novembre,2013,automne,USA,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,Siberia,6.8,Série de   Matthew Arnold,"['thriller', 'drame', 'action']",1.0,NBC,45.0,"['1', 'juillet', '2013']",juillet,2013,été,USA,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,Sleepy Hollow,5.6,Série de   Alex Kurtzman et   Roberto Orci,"['fantastique', 'épouvante-horreur', 'drame']",4.0,FOX (US),45.0,"['16', 'septembre', '2013']",septembre,2013,automne,USA,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,The Wrong Mans,7.3,Série de   Mathew Baynton et   James Corden,"['comédie', 'policier', 'drame']",2.0,BBC Two,30.0,"['24', 'septembre', '2013']",septembre,2013,automne,UK,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,Devious Maids,5.7,Série de   Marc Cherry,"['comédie', 'drame']",4.0,Lifetime,45.0,"['23', 'juin', '2013']",juin,2013,été,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,Les Kassos,7.2,Dessin animé de   Balak et   El Diablo,"['animation', 'comédie']",4.0,Canal+,2.0,"['2', 'décembre', '2013']",décembre,2013,hiver,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,Dates,7.1,Série de   Bryan Elsley,['drame'],1.0,Channel 4,25.0,"['10', 'juin', '2013']",juin,2013,été,UK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,Hemlock Grove,5.9,"Série de   Eli Roth,   Brian McGreevy et   Lee Shipman","['science-fiction', 'thriller', 'épouvante-horreur']",3.0,Netflix,60.0,"['19', 'avril', '2013']",avril,2013,printemps,USA,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,Tunnel,6.2,Série de   Ben Richards,"['policier', 'drame']",3.0,Sky Atlantic (UK),45.0,"['17', 'octobre', '2013']",octobre,2013,automne,UK,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,« Connasse »,5.5,Série de   Eloïse Lang et   Noémie Saglio,"['comédie', 'mini-série']",1.0,Canal+,1.0,"['16', 'septembre', '2013']",septembre,2013,automne,France,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,Reign : Le Destin d'une reine,5.3,Série de   Laurie McCarthy et   Stephanie Sengupta,"['historique', 'romance', 'drame']",4.0,The CW,45.0,"['17', 'octobre', '2013']",octobre,2013,automne,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,Defiance,5.1,"Série de   Rockne S. O'Bannon,   Kevin Murphy et   Michael Taylor",['science-fiction'],3.0,SyFy,45.0,"['15', 'avril', '2013']",avril,2013,printemps,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,Da Vinci's Demons,5.7,Série de   David S. Goyer,"['fantastique', 'drame', 'action']",3.0,Starz,55.0,"['12', 'avril', '2013']",avril,2013,printemps,USA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,Hello Ladies,6.3,"Série de   Stephen Merchant,   Lee Eisenberg et   Gene Stupnitsky",['comédie'],1.0,HBO,30.0,"['29', 'septembre', '2013']",septembre,2013,automne,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,Generation War,7.8,Série de   Stefan Kolditz,"['historique', 'guerre', 'drame']",1.0,ICI Tou.tv,90.0,"['17', 'mars', '2013']",mars,2013,printemps,Canada,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,Perfect Crime,7.4,Série de   David Wolstencroft,"['drame', 'mini-série', 'thriller']",1.0,BBC One,60.0,"['29', 'octobre', '2013']",octobre,2013,automne,UK,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,The Tomorrow People,5.1,"Série de   Phil Klemmer,   Greg Berlanti et   Julie Plec","['science-fiction', 'drame', 'action']",1.0,The CW,45.0,"['9', 'octobre', '2013']",octobre,2013,automne,USA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,Pokémon : les origines,7.0,"Anime de   Itsuro Kawasaki,   Yukio Kuroda,   Hideya Takahashi...","['animation', 'mini-série', 'aventure']",1.0,TV Tokyo,22.0,"['2', 'octobre', '2013']",octobre,2013,automne,Japan,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,Lazy Company,7.0,Série de   Samuel Bodin et   Alexandre Philip,['comédie'],3.0,OCS,20.0,"['18', 'janvier', '2013']",janvier,2013,hiver,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,Steven Universe,7.7,Dessin animé de   Rebecca Sugar,"['aventure', 'animation', 'jeunesse']",5.0,Cartoon Network,10.0,"['27', 'juillet', '2013']",juillet,2013,été,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,Please Like Me,7.7,Série de   Josh Thomas,"['comédie', 'drame']",4.0,ABC Comedy (AU),25.0,"['28', 'février', '2013']",février,2013,hiver,Australia,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,The White Queen,6.1,Série de   Emma Frost,"['mini-série', 'drame']",1.0,BBC One,60.0,"['10', 'août', '2013']",août,2013,été,UK,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,The Crazy Ones,5.5,Série de   David E. Kelley,['comédie'],1.0,CBS,25.0,"['26', 'septembre', '2013']",septembre,2013,automne,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,Mom,6.3,"Série de   Chuck Lorre,   Eddie Gorodetsky et   Gemma Baker",['comédie'],8.0,CBS,21.0,"['9', 'septembre', '2013']",septembre,2013,automne,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,Axolot,8.0,Émission Web de   Patrick Baud,['documentaire'],Inconnu,YouTube,12.0,"['20', 'juin', '2013']",juin,2013,été,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,The Fosters,6.1,Série de   Peter Paige et   Brad Bredeweg,['drame'],5.0,Freeform,45.0,"['3', 'juin', '2013']",juin,2013,été,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,Dracula,5.1,Série de   Cole Haddon,"['romance', 'épouvante-horreur', 'drame']",1.0,NBC,45.0,"['25', 'octobre', '2013']",octobre,2013,automne,USA,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,Southcliffe,6.7,Série de   Tony Grisoni,['drame'],1.0,Channel 4,60.0,"['4', 'août', '2013']",août,2013,été,UK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,Once Upon a Time in Wonderland,4.6,"Série de   Jane Espenson,   Zack Estrin et   Adam Horowitz","['aventure', 'drame', 'fantasy']",1.0,ABC (US),45.0,"['10', 'octobre', '2013']",octobre,2013,automne,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,Witches of East End,5.5,Série de   Maggie Friedman,"['drame', 'fantasy', 'thriller']",2.0,Lifetime,45.0,"['6', 'octobre', '2013']",octobre,2013,automne,USA,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,Mr Selfridge,6.8,Série de   Andrew Davies,['drame'],4.0,ITV,60.0,"['6', 'janvier', '2013']",janvier,2013,hiver,UK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,Falco,5.7,"Série de   Alexandre Laurent,   Thierry Petit et   Marwen Abdallah","['policier', 'drame']",4.0,TF1,60.0,"['20', 'juin', '2013']",juin,2013,été,France,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,Family Tree,6.2,Série de   Christopher Guest et   Jim Piddock,['comédie'],1.0,HBO,30.0,"['12', 'mai', '2013']",mai,2013,printemps,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,Hajime no Ippo: The Fighting! : Rising,7.9,Anime de   George Morikawa et   Jun Shishido,"['animation', 'action', 'sport']",1.0,NTV (JP),25.0,"['6', 'octobre', '2013']",octobre,2013,automne,Japan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,Hostages,5.3,Série de   Rotem Shamir,"['thriller', 'drame']",1.0,CBS,45.0,"['23', 'septembre', '2013']",septembre,2013,automne,USA,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,Ravenswood,4.3,"Série de   Joseph Dougherty,   Oliver Goldstick et   I. Marlene King","['épouvante-horreur', 'drame']",1.0,Freeform,45.0,"['22', 'octobre', '2013']",octobre,2013,automne,USA,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,Mob City,6.3,Série de   Frank Darabont,"['policier', 'drame']",1.0,TNT (US),45.0,"['4', 'décembre', '2013']",décembre,2013,hiver,USA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,Gargantia on the Verdurous Planet,6.9,"Anime de   Kazuya Murata,   Gen Urobuchi et   Naruko Hanaharu","['animation', 'comédie', 'drame']",1.0,Tokyo MX,25.0,"['2', 'mars', '2013']",mars,2013,printemps,Japan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,Graceland,6.2,Série de   Jeff Eastin,"['policier', 'drame', 'action']",3.0,USA Network,45.0,"['6', 'juin', '2013']",juin,2013,été,USA,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,Low Winter Sun (US),6.1,Série de   Chris Mundy,"['policier', 'drame']",1.0,AMC,60.0,"['11', 'août', '2013']",août,2013,été,USA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,The Bridge,6.6,"Série de   Meredith Stiehm,   Björn Stein et   Elwood Reid","['policier', 'drame']",2.0,FX,45.0,"['10', 'juillet', '2013']",juillet,2013,été,USA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,Plebs,7.0,Série de   Tom Basden et   Sam Leifer,['comédie'],5.0,ITV2,30.0,"['25', 'mars', '2013']",mars,2013,printemps,UK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,Log Horizon,6.8,Anime de   Shinji Ishihara et   Mamare Tôno,"['aventure', 'action', 'fantastique']",2.0,NHK,25.0,"['6', 'septembre', '2013']",septembre,2013,automne,Japan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,Le mari de la ministre,7.1,Série de   Paula Milne,"['drame', 'mini-série']",1.0,BBC Two,55.0,"['25', 'avril', '2013']",avril,2013,printemps,UK,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,Silver Spoon,7.3,Anime de   Hiromu Arakawa et   Tomohiko Itou,"['animation', 'drame', 'comédie']",1.0,Fuji TV,25.0,"['12', 'juillet', '2013']",juillet,2013,été,Japan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,BiTS,8.1,Émission Web de   Joseph Vasconi et   Rafik Djoumi,['documentaire'],4.0,Arte Creative,10.0,"['16', 'octobre', '2013']",octobre,2013,automne,Germany/France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,Getting On (US),6.6,Série de   Mark V. Olsen et   Will Scheffer,"['comédie', 'dramatique']",3.0,HBO,30.0,"['24', 'novembre', '2013']",novembre,2013,automne,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,True Detective,8.2,Série de   Nic Pizzolatto,"['policier', 'drame', 'anthologique']",3.0,HBO,59.0,"['12', 'janvier', '2014']",janvier,2014,hiver,USA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
340,Fargo,8.2,Série de   Noah Hawley,"['comédie', 'policier', 'drame']",4.0,FX,50.0,"['15', 'avril', '2014']",avril,2014,printemps,USA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,The Leftovers,7.7,Série de   Damon Lindelof et   Tom Perrotta,"['drame', 'fantastique']",3.0,HBO,55.0,"['30', 'juin', '2014']",juin,2014,été,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
